,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
606,"frozenset({'V Kohli3', 'RG Sharma1'})",frozenset({'won'}),0.5357142857142857,0.6607142857142857,0.35714285714285715,0.6666666666666667,1.0090090090090091,0.0031887755102041337,1.0178571428571432
627,"frozenset({'S Dhawan2', 'V Kohli3'})",frozenset({'won'}),0.5267857142857143,0.6607142857142857,0.3482142857142857,0.6610169491525423,1.0004580852038478,0.00015943877551016783,1.0008928571428568
454,"frozenset({'Kuldeep Yadav9', 'V Kohli3'})",frozenset({'won'}),0.2767857142857143,0.6607142857142857,0.21428571428571427,0.7741935483870966,1.171752397558849,0.031409438775510196,1.5025510204081625
520,"frozenset({'MS Dhoni6', 'V Kohli3'})",frozenset({'won'}),0.2857142857142857,0.6607142857142857,0.20535714285714285,0.71875,1.087837837837838,0.01658163265306123,1.2063492063492065
478,"frozenset({'MS Dhoni5', 'S Dhawan2'})",frozenset({'won'}),0.26785714285714285,0.6607142857142857,0.19642857142857142,0.7333333333333334,1.1099099099099101,0.019451530612244916,1.2723214285714288
420,"frozenset({'KM Jadhav6', 'V Kohli3'})",frozenset({'won'}),0.26785714285714285,0.6607142857142857,0.1875,0.7000000000000001,1.0594594594594595,0.010522959183673491,1.1309523809523812
483,"frozenset({'MS Dhoni5', 'V Kohli3'})",frozenset({'won'}),0.26785714285714285,0.6607142857142857,0.17857142857142858,0.6666666666666667,1.0090090090090091,0.0015943877551020669,1.0178571428571432
468,"frozenset({'MS Dhoni5', 'RG Sharma1'})",frozenset({'won'}),0.24107142857142858,0.6607142857142857,0.16964285714285715,0.7037037037037037,1.065065065065065,0.010363520408163268,1.1450892857142858
326,"frozenset({'JJ Bumrah10', 'V Kohli3'})",frozenset({'won'}),0.1875,0.6607142857142857,0.16964285714285715,0.9047619047619048,1.3693693693693694,0.045758928571428575,3.5625000000000004
951,"frozenset({'MS Dhoni5', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.22321428571428573,0.6607142857142857,0.16071428571428573,0.72,1.0897297297297297,0.013233418367346955,1.211734693877551
449,"frozenset({'Kuldeep Yadav9', 'S Dhawan2'})",frozenset({'won'}),0.23214285714285715,0.6607142857142857,0.16071428571428573,0.6923076923076923,1.0478170478170479,0.0073341836734693855,1.1026785714285714
445,"frozenset({'Kuldeep Yadav9', 'RG Sharma1'})",frozenset({'won'}),0.21428571428571427,0.6607142857142857,0.15178571428571427,0.7083333333333334,1.0720720720720722,0.010204081632653073,1.1632653061224492
415,"frozenset({'KM Jadhav6', 'S Dhawan2'})",frozenset({'won'}),0.19642857142857142,0.6607142857142857,0.15178571428571427,0.7727272727272727,1.1695331695331694,0.022002551020408156,1.4928571428571429
332,"frozenset({'JJ Bumrah10', 'YS Chahal11'})",frozenset({'won'}),0.17857142857142858,0.6607142857142857,0.15178571428571427,0.8499999999999999,1.2864864864864862,0.033801020408163254,2.26190476190476
411,"frozenset({'KM Jadhav6', 'RG Sharma1'})",frozenset({'won'}),0.20535714285714285,0.6607142857142857,0.15178571428571427,0.7391304347826086,1.1186839012925969,0.016103316326530615,1.300595238095238
286,"frozenset({'HH Pandya7', 'V Kohli3'})",frozenset({'won'}),0.20535714285714285,0.6607142857142857,0.14285714285714285,0.6956521739130435,1.0528789659224442,0.00717474489795919,1.1147959183673468
1029,"frozenset({'V Kohli3', 'S Dhawan2', 'MS Dhoni6'})",frozenset({'won'}),0.21428571428571427,0.6607142857142857,0.14285714285714285,0.6666666666666666,1.009009009009009,0.001275510204081648,1.0178571428571428
964,"frozenset({'MS Dhoni5', 'S Dhawan2', 'V Kohli3'})",frozenset({'won'}),0.20535714285714285,0.6607142857142857,0.14285714285714285,0.6956521739130435,1.0528789659224442,0.00717474489795919,1.1147959183673468
228,"frozenset({'B Kumar8', 'V Kohli3'})",frozenset({'won'}),0.1875,0.6607142857142857,0.14285714285714285,0.7619047619047619,1.1531531531531531,0.018973214285714274,1.4249999999999998
635,"frozenset({'V Kohli3', 'YS Chahal11'})",frozenset({'won'}),0.1875,0.6607142857142857,0.14285714285714285,0.7619047619047619,1.1531531531531531,0.018973214285714274,1.4249999999999998
218,"frozenset({'Kuldeep Yadav9', 'B Kumar8'})",frozenset({'won'}),0.19642857142857142,0.6607142857142857,0.14285714285714285,0.7272727272727273,1.1007371007371007,0.013073979591836732,1.2440476190476193
1015,"frozenset({'V Kohli3', 'MS Dhoni6', 'RG Sharma1'})",frozenset({'won'}),0.20535714285714285,0.6607142857142857,0.14285714285714285,0.6956521739130435,1.0528789659224442,0.00717474489795919,1.1147959183673468
1203,"frozenset({'S Dhawan2', 'MS Dhoni6', 'RG Sharma1', 'V Kohli3'})",frozenset({'won'}),0.19642857142857142,0.6607142857142857,0.13392857142857142,0.6818181818181818,1.0319410319410318,0.004145408163265307,1.0663265306122447
915,"frozenset({'Kuldeep Yadav9', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.19642857142857142,0.6607142857142857,0.13392857142857142,0.6818181818181818,1.0319410319410318,0.004145408163265307,1.0663265306122447
611,"frozenset({'YS Chahal11', 'RG Sharma1'})",frozenset({'won'}),0.17857142857142858,0.6607142857142857,0.13392857142857142,0.75,1.135135135135135,0.015943877551020405,1.3571428571428572
1137,"frozenset({'YS Chahal11', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.17857142857142858,0.6607142857142857,0.13392857142857142,0.75,1.135135135135135,0.015943877551020405,1.3571428571428572
402,"frozenset({'KM Jadhav6', 'MS Dhoni5'})",frozenset({'won'}),0.17857142857142858,0.6607142857142857,0.13392857142857142,0.75,1.135135135135135,0.015943877551020405,1.3571428571428572
631,"frozenset({'S Dhawan2', 'YS Chahal11'})",frozenset({'won'}),0.17857142857142858,0.6607142857142857,0.13392857142857142,0.75,1.135135135135135,0.015943877551020405,1.3571428571428572
616,"frozenset({'V Kohli3', 'RG Sharma2'})",frozenset({'won'}),0.16964285714285715,0.6607142857142857,0.125,0.7368421052631579,1.1152204836415363,0.012914540816326522,1.2892857142857141
365,"frozenset({'JJ Bumrah11', 'RG Sharma1'})",frozenset({'won'}),0.1875,0.6607142857142857,0.125,0.6666666666666666,1.009009009009009,0.0011160714285714246,1.0178571428571428
882,"frozenset({'KM Jadhav6', 'V Kohli3', 'RG Sharma1'})",frozenset({'won'}),0.16071428571428573,0.6607142857142857,0.125,0.7777777777777777,1.177177177177177,0.018813775510204078,1.5267857142857137
317,"frozenset({'JJ Bumrah10', 'S Dhawan2'})",frozenset({'won'}),0.15178571428571427,0.6607142857142857,0.125,0.823529411764706,1.2464228934817172,0.024713010204081648,1.9226190476190486
894,"frozenset({'KM Jadhav6', 'S Dhawan2', 'V Kohli3'})",frozenset({'won'}),0.15178571428571427,0.6607142857142857,0.125,0.823529411764706,1.2464228934817172,0.024713010204081648,1.9226190476190486
929,"frozenset({'Kuldeep Yadav9', 'S Dhawan2', 'V Kohli3'})",frozenset({'won'}),0.16964285714285715,0.6607142857142857,0.125,0.7368421052631579,1.1152204836415363,0.012914540816326522,1.2892857142857141
794,"frozenset({'YS Chahal11', 'JJ Bumrah10', 'V Kohli3'})",frozenset({'won'}),0.13392857142857142,0.6607142857142857,0.11607142857142858,0.8666666666666667,1.3117117117117119,0.02758290816326532,2.5446428571428577
855,"frozenset({'KM Jadhav6', 'MS Dhoni5', 'V Kohli3'})",frozenset({'won'}),0.16071428571428573,0.6607142857142857,0.11607142857142858,0.7222222222222222,1.093093093093093,0.009885204081632654,1.2214285714285715
307,"frozenset({'JJ Bumrah10', 'RG Sharma1'})",frozenset({'won'}),0.14285714285714285,0.6607142857142857,0.11607142857142858,0.8125000000000001,1.2297297297297298,0.021683673469387765,1.8095238095238106
350,"frozenset({'Kuldeep Yadav9', 'JJ Bumrah11'})",frozenset({'won'}),0.14285714285714285,0.6607142857142857,0.11607142857142858,0.8125000000000001,1.2297297297297298,0.021683673469387765,1.8095238095238106
841,"frozenset({'KM Jadhav6', 'MS Dhoni5', 'S Dhawan2'})",frozenset({'won'}),0.13392857142857142,0.6607142857142857,0.11607142857142858,0.8666666666666667,1.3117117117117119,0.02758290816326532,2.5446428571428577
872,"frozenset({'KM Jadhav6', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.15178571428571427,0.6607142857142857,0.11607142857142858,0.7647058823529412,1.1573926868044517,0.015784438775510223,1.441964285714286
924,"frozenset({'Kuldeep Yadav9', 'V Kohli3', 'RG Sharma1'})",frozenset({'won'}),0.15178571428571427,0.6607142857142857,0.11607142857142858,0.7647058823529412,1.1573926868044517,0.015784438775510223,1.441964285714286
710,"frozenset({'Kuldeep Yadav9', 'B Kumar8', 'V Kohli3'})",frozenset({'won'}),0.13392857142857142,0.6607142857142857,0.10714285714285714,0.7999999999999999,1.2108108108108107,0.018654336734693883,1.696428571428571
526,"frozenset({'MS Dhoni6', 'YS Chahal11'})",frozenset({'won'}),0.14285714285714285,0.6607142857142857,0.10714285714285714,0.75,1.135135135135135,0.012755102040816327,1.3571428571428572
368,"frozenset({'JJ Bumrah11', 'S Dhawan2'})",frozenset({'won'}),0.16071428571428573,0.6607142857142857,0.10714285714285714,0.6666666666666666,1.009009009009009,0.0009566326530612151,1.0178571428571428
814,"frozenset({'JJ Bumrah11', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.16071428571428573,0.6607142857142857,0.10714285714285714,0.6666666666666666,1.009009009009009,0.0009566326530612151,1.0178571428571428
783,"frozenset({'S Dhawan2', 'RG Sharma1', 'JJ Bumrah10'})",frozenset({'won'}),0.13392857142857142,0.6607142857142857,0.10714285714285714,0.7999999999999999,1.2108108108108107,0.018654336734693883,1.696428571428571
1179,"frozenset({'V Kohli3', 'MS Dhoni5', 'S Dhawan2', 'RG Sharma1'})",frozenset({'won'}),0.16071428571428573,0.6607142857142857,0.10714285714285714,0.6666666666666666,1.009009009009009,0.0009566326530612151,1.0178571428571428
430,"frozenset({'Kuldeep Yadav9', 'MS Dhoni5'})",frozenset({'won'}),0.13392857142857142,0.6607142857142857,0.10714285714285714,0.7999999999999999,1.2108108108108107,0.018654336734693883,1.696428571428571
